StartDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q1,Q1_4_TEXT,Q1.5,Q1.5_6_TEXT,Q2,Q2_69_TEXT,Q3,Q3_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_5_TEXT,Q18_6_TEXT,Q19,Q19_7_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31_1,Q31_2,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q39_TEXT,Q40_1,Q81_1,Q81_2,Q81_3,Q38.5,Q38.5_4_TEXT,Q38.5.5,Q38.5.5_4_TEXT,Q79,Q79_3_TEXT,Q41,Q42,Q43,Q80,Q44,Q45,Q82,Q82_13_TEXT
2018-11-12 03:51:11,1907,R_oCzMPh7yGmfsS2h,5.84837299999999959965180096332915127277374267578125,0.047051000000000002543298904811308602802455425262451171875,George,NA,NA,NA,Mongpong Shai,NA,Routine Program Evaluation,NA,500,220,14,58,15,NA,46,19,NA,NA,15,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Stolen,1,No group,No,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2019-01-18 04:16:04,965,R_1XAfpTduHxpDsVQ,5.5500030517578125,-0.216705322265625,Richard,NA,NA,NA,Bepotumtum,NA,"MGR Maintenance,Routine Program Evaluation",NA,300,85,5,35,5,NA,N/A,5,NA,0,0,1-2 km,NA,NA,NA,NA,NA,NA,"No, but they have poles or power lines",NA,Yes,"N/A- No lanterns are being reported lost, stolen, or broken",35,35,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",Yes,"Yes, another organization or the government has given them some","No, this school needs a borehole or other clean water solution","Yes, they already had enough classrooms or another organization has provided them",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-01-29 01:53:40,1721,R_kCSuqUcfuEA3pT8,6.309174999999999755573298898525536060333251953125,-0.6715750000000000330402372128446586430072784423828125,Richard,NA,NA,NA,Wekpeti Abresu,NA,"MGR Maintenance,Surveyor Team Visit",NA,2000,168,12,104,18,NA,64,7,NA,19,7,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",28,28,No,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",N/A- this school already has a library,"No, this school needs a toilet","No, this school needs a borehole or other clean water solution","Yes, they already had enough classrooms or another organization has provided them",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2019-02-01 03:37:32,760,R_9G1Dj3BUoC1PERl,6.16964999999999985647036737645976245403289794921875,-0.1986090000000000077573503176608937792479991912841796875,Richard,NA,NA,NA,Akeyeremateng,NA,"MGR Maintenance,Surveyor Team Visit",NA,600,103,12,82,8,NA,29,0,NA,0,0,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,"Lost,Broken",12,15,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-02-28 08:25:50,494,R_9rdMQwWhDTdu36V,5.550201416015625,-0.2174072265625,Richard,NA,NA,NA,Adenya,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,400,162,16,47,20,NA,40,25,NA,15,25,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,Broken,44,40,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-02-28 08:34:09,356,R_eCgN2glCYbjNDF6,5.550201416015625,-0.2174072265625,Richard,NA,NA,NA,Akeyeremateng,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,200,103,12,82,12,NA,29,8,NA,20,7,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,Lost,15,13,Yes,NA,NA,NA,1-2 times in a term,1- This does not describe our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","No, this school needs a borehole or other clean water solution","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2019-02-28 08:40:13,505,R_jZEGUy9WTEQSXqO,5.550201416015625,-0.2174072265625,Richard,NA,NA,NA,Attabui,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,1000,244,18,76,24,NA,59,13,NA,18,13,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,Lost,10,10,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,5- This describes our school,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-02-28 08:52:37,448,R_bVVtyAUPFuh3hnR,5.550201416015625,-0.2174072265625,Richard,NA,NA,NA,Wekpeti Abresu,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,168,12,64,18,NA,64,7,NA,20,7,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",28,28,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-02-28 09:00:42,280,R_jtgPAMk5CbXIHea,5.550201416015625,-0.2174072265625,Richard,NA,NA,NA,Madavunu,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,1000,217,17,53,24,NA,37,17,NA,24,15,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",11,11,Yes,NA,NA,NA,Less than 1 time in a term,1- This does not describe our school,3- This describes our school a little bit,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-02-28 09:05:38,272,R_bJpkHkMiMNxLgiU,5.550201416015625,-0.2174072265625,Richard,NA,NA,NA,Terhey,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,207,12,57,10,NA,41,8,NA,26,8,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",8,8,Yes,NA,NA,NA,Less than 1 time in a term,1- This does not describe our school,3- This describes our school a little bit,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","No, this school needs a borehole or other clean water solution","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2019-03-21 05:43:57,316,R_6PffnywPhPlOl6r,7.12567500000000020321522242738865315914154052734375,-0.67618400000000000726885218682582490146160125732421875,Richard,NA,NA,NA,TumTum,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,600,188,17,62,8,NA,34,0,NA,0,0,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",17 added 13 more,30,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2019-03-25 03:39:54,335,R_4SzHoE7XKbui91c,5.550201416015625,-0.2174072265625,Richard,NA,NA,NA,Essam Golden Sunbeam Montessori School,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,96,9,29,4,NA,11,0,NA,0,0,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",8,8,Yes,NA,NA,NA,Less than 1 time in a term,1- This does not describe our school,1- This does not describe our school,"Yes, another organization or the government has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","Yes, EPI has built enough classrooms for them to use",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-03-20 01:55:52,763,R_15w7Iefzd8d5f4q,7.019192000000000319914761348627507686614990234375,-1.11779999999999990478727340814657509326934814453125,Richard,NA,NA,NA,Dagomba,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,458,26,366,32,NA,92,17,NA,20,17,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,"Stolen,Broken",28,43,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","No, this school needs a borehole or other clean water solution","Yes, they already had enough classrooms or another organization has provided them",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-03-21 03:36:24,445,R_2ekVikvtSOZaXFj,7.12313300000000015899104255368001759052276611328125,-0.7952529999999999876791889619198627769947052001953125,Richard,NA,NA,NA,Mosipanin D/A Basic School,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,122,16,31,9,NA,20,NA,NA,NA,NA,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",NA,NA,No,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2019-05-21 05:10:58,697,R_kwe4KMgsWWV0FRC,7.12295000000000033679725675028748810291290283203125,-0.795417000000000040671466194908134639263153076171875,Richard,NA,NA,NA,Mosipanin D/A Basic School,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,650,175,16,31,2,NA,20,2,NA,19,2,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",23,23,No,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","Yes, EPI has helped them get access to clean water","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-05-22 03:38:33,747,R_77ZhwQWxZvIvKp3,7.125553000000000025693225325085222721099853515625,-0.6761829999999999785131876706145703792572021484375,Richard,NA,NA,NA,TumTum,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,550,188,18,62,8,NA,34,16,NA,19,10,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",0,0,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-05-23 07:34:56,930,R_43bOh0jn2OaY30P,6.5372450000000004166622602497227489948272705078125,-0.6057930000000000259063881458132527768611907958984375,Richard,NA,NA,NA,Ntomem,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,880,450,21,178,42,NA,74,34,NA,20,30,1-2 km,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",42,37,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",Yes,"No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-05-27 04:21:49,852,R_0kdcgdjTWqSdHTI,6.3579769999999999896544977673329412937164306640625,-0.66251800000000005130829094923683442175388336181640625,Richard,NA,NA,NA,Adenya,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,400,90,13,47,12,NA,22,12,NA,26,25,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,"N/A- No lanterns are being reported lost, stolen, or broken",0,NA,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water",NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2019-07-04 04:11:22,4621,R_e9QPdEyxCWm2lje,6.31639800000000040114400690072216093540191650390625,-0.0168419999999999993323118729904308565892279148101806640625,Other,Obelemaya,NA,NA,Oblemanya,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,500,82,10,23,7,NA,11,5,NA,NA,2,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",15,9 groups                                Teacher have,Yes,NA,NA,NA,N/A- They do not have science kits yet.,NA,NA,"No, they need a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","No, this school needs a borehole or other clean water solution","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2019-09-16 03:32:53,1245,R_jv2weNn8e1nE64E,6.53720899999999982554754751618020236492156982421875,-0.6059309999999999973852027324028313159942626953125,Richard,NA,NA,NA,Ntomem,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,12,NA,40,40,NA,100,34,NA,24,34,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,"Lost,Stolen",25,23,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2019-09-19 06:18:40,2624,R_cAFRsOsC9JHgJ8g,6.15845199999999959317165121319703757762908935546875,-0.338148999999999977372766579719609580934047698974609375,Richard,NA,NA,NA,Mpaem M/A Basic School,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,719,124,15,40,10,NA,20,18,NA,15,16,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,"Stolen,Broken",37,4,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-09-20 05:27:26,638,R_n2iuCwy7rXSolFc,6.30907600000000012840928320656530559062957763671875,-0.6716889999999999805169181854580529034137725830078125,Richard,NA,NA,NA,Wekpeti Abresu,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,225,11,147,28,NA,66,15,NA,15,15,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,Broken,28,35,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-09-24 04:22:54,970,R_axQyrDd8SLW5Iht,6.99024300000000042842884795391000807285308837890625,-1.0993370000000000086259888121276162564754486083984375,Richard,NA,NA,NA,Wenamda D/A Primary School,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,736,227,8,47,N/A,NA,N/A,N/A,NA,N/A,N/A,3-5 km,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",22,22,Yes,NA,NA,NA,N/A- They do not have science kits yet.,NA,NA,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2019-09-24 07:07:00,1880,R_c4uUv6hZSDgOXer,7.0191540000000003374225343577563762664794921875,-1.1176999999999999158006858124281279742717742919921875,Richard,NA,NA,NA,Dagomba,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,NA,21,135,38,NA,92,28,NA,17,20,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,"Lost,Broken",34,43,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,1- This does not describe our school,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-09-25 04:08:35,3980,R_6KZ8sVSffruPuYE,6.8493019999999997793338479823432862758636474609375,-1.1354610000000000535891331310267560184001922607421875,Richard,NA,NA,NA,Bahankra,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,720,372,16,88,34,NA,69,7,NA,12,2,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,Lost,28,0,Yes,NA,NA,NA,1-2 times in a term,1- This does not describe our school,1- This does not describe our school,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, EPI has helped build some","Yes, EPI has helped them get access to clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-09-26 05:23:11,902,R_8KdedyVYCJ2YBsO,6.37195300000000042217607187922112643718719482421875,-1.0637119999999999908624204181251116096973419189453125,Richard,NA,NA,NA,Bepotumtum,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,567,98,5,NA,10,NA,10,0,NA,0,0,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,0,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-09-30 05:38:51,1699,R_f3PvTYy7dS6rTdp,5.96497299999999963660002322285436093807220458984375,-0.175061999999999995392130358595750294625759124755859375,Richard,NA,NA,NA,Adenya,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,450,120,15,41,14,NA,34,19,NA,18,15,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",0,NA,Yes,NA,NA,NA,1-2 times in a term,3- This describes our school a little bit,3- This describes our school a little bit,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-10-04 03:18:56,2131,R_6gFmA4VYbQrTQIw,7.125569999999999737383404863066971302032470703125,-0.67617000000000004877875880993087776005268096923828125,Richard,NA,NA,NA,TumTum,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,500,160,16,40,9,NA,NA,13,NA,21,13,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,No,NA,0,30,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-10-04 05:34:33,1535,R_kVsw1ByIFwTipNr,7.1228490000000004300773071008734405040740966796875,-0.79576100000000005163514060768648050725460052490234375,Richard,NA,NA,NA,Mosipanin D/A Basic School,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,574,160,12,55,8,NA,20,7,NA,24,24,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,Yes,Lost,18,18,Yes,NA,NA,NA,Less than 1 time in a term,3- This describes our school a little bit,3- This describes our school a little bit,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-09-18 02:45:57,8088,R_3IBJlgfnrNvnLOL,7.29093400000000002592059900052845478057861328125,-2.40522599999999986408738550380803644657135009765625,George,NA,NA,NA,Nwawasua M/A School,NA,"Routine Program Evaluation,Surveyor Team Visit,Other",Menstrual kits,1900,520,21,NA,28,NA,60,15,NA,18,14,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,"Lost,Broken",28 stolen and lost replaced,26  two with teachers,Yes,NA,NA,NA,3 or more times in a term,1- This does not describe our school,1- This does not describe our school,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2019-09-20 06:24:31,1117,R_82sGL9MKkCofRLf,5.94617400000000007054268280626274645328521728515625,-0.3265379999999999949267248666728846728801727294921875,George,NA,NA,NA,Afransua Dedewa M/A Primary School,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,900,119,4,43,8,NA,N/A,N/A,NA,N/A,N_A,3-5 km,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,2i,NA,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,1- This does not describe our school,"Yes, another organization or the government has given them a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2019-09-24 04:30:01,846,R_bpKl2yPoK6zyIuQ,5.121508999999999645069692633114755153656005859375,-1.951513999999999970924591252696700394153594970703125,George,NA,NA,NA,Community School 3,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,50p,155,7,42,NA,NA,31,26,NA,13,9,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",20,17,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water","Yes, EPI has built enough classrooms for them to use",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2019-10-04 03:50:07,1462,R_j3uZGEGPn7Ye7Zn,5.90301399999999976131448420346714556217193603515625,-0.52230600000000004801137265530996955931186676025390625,George,NA,NA,NA,Wurudu Wurudu,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,1300,182,8,38,14,NA,34,12,NA,27,3,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,2,0 2 for  the teachers,No,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, EPI has helped build some","Yes, EPI has helped them get access to clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
